aircraftType_iataMain;aircraftType_iataSub;route;codeshares;flightStates;eu;visa;flightDirection;flightName;flightNumber;gate;pier;id;isOperationalFlight;mainFlight;prefixIATA;prefixICAO;airlineCode;aircraftRegistration;serviceType;terminal;estimatedLandingTime;lastUpdatedAt;actualLandingTime;scheduleDateTime;actualOffBlockTime;expectedTimeBoarding;expectedTimeGateClosing;expectedTimeGateOpen;expectedTimeOnBelt;expectedSecurityFilter;publicEstimatedOffBlockTime
737;73W;NCE;AF3189,DL9635,G35551,MF9696;DEP;S;False;D;AF3189;3189;D77;D;143526935610416255;True;KL1477;AF;AFR;80.0;PHBGF;J;1.0;;2025-10-29 13:47:30.758000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:31:36+00:00;2025-10-29 12:55:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:25:00+00:00;;;
EMJ;295;TRD;AF8339,DL9660,G35559;DEP;S;False;D;AF8339;8339;B36;B;143526935610927891;True;KL1153;AF;AFR;80.0;PHNXR;J;1.0;;2025-10-29 13:36:20.653000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:27:45+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:55:00+00:00;;;
32S;32Q;BCN;AM6301,CI9393,DL9187,G35512,MF9323,MU1841,SV6337,6E3210;DEP;S;False;D;AM6301;6301;D83;D;143526935636963295;True;KL1517;AM;AMX;794.0;PHAXH;J;1.0;;2025-10-29 13:50:31.560000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:37:38+00:00;2025-10-29 13:01:00+00:00;2025-10-29 13:16:00+00:00;2025-10-29 12:31:00+00:00;;;2025-10-29 13:31:00+00:00
737;73H;OSL;AM6339,DL9594,G35556,MF9708,MH5673,SK6687,6E3283;DEP;S;False;D;AM6339;6339;D85;D;143526935636963533;True;KL1203;AM;AMX;794.0;PHBXA;J;1.0;;2025-10-29 13:35:01.098000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:25:55+00:00;2025-10-29 12:55:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:25:00+00:00;;;
32S;32Q;BCN;AM6301,CI9393,DL9187,G35512,MF9323,MU1841,SV6337,6E3210;DEP;S;False;D;CI9393;9393;D83;D;143526935899650423;True;KL1517;CI;CAL;44.0;PHAXH;J;1.0;;2025-10-29 13:50:31.560000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:37:38+00:00;2025-10-29 13:01:00+00:00;2025-10-29 13:16:00+00:00;2025-10-29 12:31:00+00:00;;;2025-10-29 13:31:00+00:00
32S;32Q;BCN;AM6301,CI9393,DL9187,G35512,MF9323,MU1841,SV6337,6E3210;DEP;S;False;D;DL9187;9187;D83;D;143526936049577761;True;KL1517;DL;DAL;58.0;PHAXH;J;1.0;;2025-10-29 13:50:31.560000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:37:38+00:00;2025-10-29 13:01:00+00:00;2025-10-29 13:16:00+00:00;2025-10-29 12:31:00+00:00;;;2025-10-29 13:31:00+00:00
EMJ;295;BIO;DL9195,G35506,KQ1687,SK6792;DEP;S;False;D;DL9195;9195;B35;B;143526936049577831;True;KL1525;DL;DAL;58.0;PHNXK;J;1.0;;2025-10-29 13:37:36.069000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:28:39+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:55:00+00:00;;;
EMJ;E90;TLS;AF3166,DL9251,KQ1304,MU1568,SK6779;ARR,EXP;S;False;A;DL9251;9251;;;143526936049580264;True;KL1452;DL;DAL;58.0;;J;2.0;2025-10-29 13:09:13+00:00;2025-10-29 14:46:59.153000+00:00;2025-10-29 13:08:46+00:00;2025-10-29 13:25:00+00:00;;;;;2025-10-29 14:17:56.314000+00:00;;
EMJ;295;FLR;DL9583,G35535;DEP,DEL;S;False;D;DL9583;9583;B26;B;143526936049588705;True;KL1655;DL;DAL;58.0;PHNXI;J;1.0;;2025-10-29 14:00:26.335000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:43:25+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:20:00+00:00;2025-10-29 13:05:00+00:00;;;2025-10-29 13:35:00+00:00
737;73H;OSL;AM6339,DL9594,G35556,MF9708,MH5673,SK6687,6E3283;DEP;S;False;D;DL9594;9594;D85;D;143526936049588781;True;KL1203;DL;DAL;58.0;PHBXA;J;1.0;;2025-10-29 13:35:01.098000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:25:55+00:00;2025-10-29 12:55:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:25:00+00:00;;;
737;73W;NCE;AF3189,DL9635,G35551,MF9696;DEP;S;False;D;DL9635;9635;D77;D;143526936049591077;True;KL1477;DL;DAL;58.0;PHBGF;J;1.0;;2025-10-29 13:47:30.758000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:31:36+00:00;2025-10-29 12:55:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:25:00+00:00;;;
EMJ;295;TRD;AF8339,DL9660,G35559;DEP;S;False;D;DL9660;9660;B36;B;143526936049591289;True;KL1153;DL;DAL;58.0;PHNXR;J;1.0;;2025-10-29 13:36:20.653000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:27:45+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:55:00+00:00;;;
32S;319;BHX;;ARR;N;False;A;EJU7850;7850;;;143526962572520550;True;EJU7850;EC;EJU;5151.0;;J;3.0;2025-10-29 13:28:53+00:00;2025-10-29 15:07:49.422000+00:00;2025-10-29 13:28:31+00:00;2025-10-29 13:25:00+00:00;;;;;2025-10-29 14:27:03.146000+00:00;;
EMJ;295;BIO;DL9195,G35506,KQ1687,SK6792;DEP;S;False;D;G35506;5506;B35;B;143526936532716433;True;KL1525;G3;GLO;4918.0;PHNXK;J;1.0;;2025-10-29 13:37:36.069000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:28:39+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:55:00+00:00;;;
32S;32Q;BCN;AM6301,CI9393,DL9187,G35512,MF9323,MU1841,SV6337,6E3210;DEP;S;False;D;G35512;5512;D83;D;143526936532716499;True;KL1517;G3;GLO;4918.0;PHAXH;J;1.0;;2025-10-29 13:50:31.560000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:37:38+00:00;2025-10-29 13:01:00+00:00;2025-10-29 13:16:00+00:00;2025-10-29 12:31:00+00:00;;;2025-10-29 13:31:00+00:00
EMJ;295;FLR;DL9583,G35535;DEP,DEL;S;False;D;G35535;5535;B26;B;143526936532716653;True;KL1655;G3;GLO;4918.0;PHNXI;J;1.0;;2025-10-29 14:00:26.335000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:43:25+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:20:00+00:00;2025-10-29 13:05:00+00:00;;;2025-10-29 13:35:00+00:00
737;73W;NCE;AF3189,DL9635,G35551,MF9696;DEP;S;False;D;G35551;5551;D77;D;143526936532716793;True;KL1477;G3;GLO;4918.0;PHBGF;J;1.0;;2025-10-29 13:47:30.758000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:31:36+00:00;2025-10-29 12:55:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:25:00+00:00;;;
737;73H;OSL;AM6339,DL9594,G35556,MF9708,MH5673,SK6687,6E3283;DEP;S;False;D;G35556;5556;D85;D;143526936532716803;True;KL1203;G3;GLO;4918.0;PHBXA;J;1.0;;2025-10-29 13:35:01.098000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:25:55+00:00;2025-10-29 12:55:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:25:00+00:00;;;
EMJ;295;TRD;AF8339,DL9660,G35559;DEP;S;False;D;G35559;5559;B36;B;143526936532716809;True;KL1153;G3;GLO;4918.0;PHNXR;J;1.0;;2025-10-29 13:36:20.653000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:27:45+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:55:00+00:00;;;
EMJ;295;TRD;AF8339,DL9660,G35559;DEP;S;False;D;KL1153;1153;B36;B;143526937019582481;True;KL1153;KL;KLM;100.0;PHNXR;J;1.0;;2025-10-29 13:36:20.653000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:27:45+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:55:00+00:00;;;
737;73H;OSL;AM6339,DL9594,G35556,MF9708,MH5673,SK6687,6E3283;DEP;S;False;D;KL1203;1203;D85;D;143526937019584849;True;KL1203;KL;KLM;100.0;PHBXA;J;1.0;;2025-10-29 13:35:01.098000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:25:55+00:00;2025-10-29 12:55:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:25:00+00:00;;;
EMJ;E90;TLS;AF3166,DL9251,KQ1304,MU1568,SK6779;ARR,EXP;S;False;A;KL1452;1452;;;143526937019590692;True;KL1452;KL;KLM;100.0;;J;2.0;2025-10-29 13:09:13+00:00;2025-10-29 14:46:59.153000+00:00;2025-10-29 13:08:46+00:00;2025-10-29 13:25:00+00:00;;;;;2025-10-29 14:17:56.314000+00:00;;
737;73W;NCE;AF3189,DL9635,G35551,MF9696;DEP;S;False;D;KL1477;1477;D77;D;143526937019590851;True;KL1477;KL;KLM;100.0;PHBGF;J;1.0;;2025-10-29 13:47:30.758000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:31:36+00:00;2025-10-29 12:55:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:25:00+00:00;;;
32S;32Q;BCN;AM6301,CI9393,DL9187,G35512,MF9323,MU1841,SV6337,6E3210;DEP;S;False;D;KL1517;1517;D83;D;143526937019593145;True;KL1517;KL;KLM;100.0;PHAXH;J;1.0;;2025-10-29 13:50:31.560000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:37:38+00:00;2025-10-29 13:01:00+00:00;2025-10-29 13:16:00+00:00;2025-10-29 12:31:00+00:00;;;2025-10-29 13:31:00+00:00
EMJ;295;BIO;DL9195,G35506,KQ1687,SK6792;DEP;S;False;D;KL1525;1525;B35;B;143526937019593215;True;KL1525;KL;KLM;100.0;PHNXK;J;1.0;;2025-10-29 13:37:36.069000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:28:39+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:55:00+00:00;;;
EMJ;295;FLR;DL9583,G35535;DEP,DEL;S;False;D;KL1655;1655;B26;B;143526937019596175;True;KL1655;KL;KLM;100.0;PHNXI;J;1.0;;2025-10-29 14:00:26.335000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:43:25+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:20:00+00:00;2025-10-29 13:05:00+00:00;;;2025-10-29 13:35:00+00:00
EMJ;E90;TLS;AF3166,DL9251,KQ1304,MU1568,SK6779;ARR,EXP;S;False;A;KQ1304;1304;;;143526937038329198;True;KL1452;KQ;KQA;208.0;;J;2.0;2025-10-29 13:09:13+00:00;2025-10-29 14:46:59.153000+00:00;2025-10-29 13:08:46+00:00;2025-10-29 13:25:00+00:00;;;;;2025-10-29 14:17:56.314000+00:00;;
EMJ;295;BIO;DL9195,G35506,KQ1687,SK6792;DEP;S;False;D;KQ1687;1687;B35;B;143526937038338011;True;KL1525;KQ;KQA;208.0;PHNXK;J;1.0;;2025-10-29 13:37:36.069000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:28:39+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:55:00+00:00;;;
32S;320;ZRH;;ARR;S;False;A;LX728;728;;;143526935493626418;True;LX728;LX;SWR;50.0;;J;1.0;2025-10-29 13:20:47+00:00;2025-10-29 15:05:08.460000+00:00;2025-10-29 13:20:25+00:00;2025-10-29 13:25:00+00:00;;;;;2025-10-29 13:57:22+00:00;;
32S;32Q;BCN;AM6301,CI9393,DL9187,G35512,MF9323,MU1841,SV6337,6E3210;DEP;S;False;D;MF9323;9323;D83;D;143526937275284079;True;KL1517;MF;CXA;1551.0;PHAXH;J;1.0;;2025-10-29 13:50:31.560000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:37:38+00:00;2025-10-29 13:01:00+00:00;2025-10-29 13:16:00+00:00;2025-10-29 12:31:00+00:00;;;2025-10-29 13:31:00+00:00
737;73W;NCE;AF3189,DL9635,G35551,MF9696;DEP;S;False;D;MF9696;9696;D77;D;143526937275292817;True;KL1477;MF;CXA;1551.0;PHBGF;J;1.0;;2025-10-29 13:47:30.758000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:31:36+00:00;2025-10-29 12:55:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:25:00+00:00;;;
737;73H;OSL;AM6339,DL9594,G35556,MF9708,MH5673,SK6687,6E3283;DEP;S;False;D;MF9708;9708;D85;D;143526937275294893;True;KL1203;MF;CXA;1551.0;PHBXA;J;1.0;;2025-10-29 13:35:01.098000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:25:55+00:00;2025-10-29 12:55:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:25:00+00:00;;;
737;73H;OSL;AM6339,DL9594,G35556,MF9708,MH5673,SK6687,6E3283;DEP;S;False;D;MH5673;5673;D85;D;143526937282384083;True;KL1203;MH;MAS;5065.0;PHBXA;J;1.0;;2025-10-29 13:35:01.098000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:25:55+00:00;2025-10-29 12:55:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:25:00+00:00;;;
EMJ;E90;TLS;AF3166,DL9251,KQ1304,MU1568,SK6779;ARR,EXP;S;False;A;MU1568;1568;;;143526937330704242;True;KL1452;MU;CES;1294.0;;J;2.0;2025-10-29 13:09:13+00:00;2025-10-29 14:46:59.153000+00:00;2025-10-29 13:08:46+00:00;2025-10-29 13:25:00+00:00;;;;;2025-10-29 14:17:56.314000+00:00;;
32S;32Q;BCN;AM6301,CI9393,DL9187,G35512,MF9323,MU1841,SV6337,6E3210;DEP;S;False;D;MU1841;1841;D83;D;143526937330712295;True;KL1517;MU;CES;1294.0;PHAXH;J;1.0;;2025-10-29 13:50:31.560000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:37:38+00:00;2025-10-29 13:01:00+00:00;2025-10-29 13:16:00+00:00;2025-10-29 12:31:00+00:00;;;2025-10-29 13:31:00+00:00
737;73H;OSL;AM6339,DL9594,G35556,MF9708,MH5673,SK6687,6E3283;DEP;S;False;D;SK6687;6687;D85;D;143526938125857921;True;KL1203;SK;SAS;150.0;PHBXA;J;1.0;;2025-10-29 13:35:01.098000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:25:55+00:00;2025-10-29 12:55:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:25:00+00:00;;;
EMJ;E90;TLS;AF3166,DL9251,KQ1304,MU1568,SK6779;ARR,EXP;S;False;A;SK6779;6779;;;143526938125860588;True;KL1452;SK;SAS;150.0;;J;2.0;2025-10-29 13:09:13+00:00;2025-10-29 14:46:59.153000+00:00;2025-10-29 13:08:46+00:00;2025-10-29 13:25:00+00:00;;;;;2025-10-29 14:17:56.314000+00:00;;
EMJ;295;BIO;DL9195,G35506,KQ1687,SK6792;DEP;S;False;D;SK6792;6792;B35;B;143526938125860723;True;KL1525;SK;SAS;150.0;PHNXK;J;1.0;;2025-10-29 13:37:36.069000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:28:39+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:10:00+00:00;2025-10-29 12:55:00+00:00;;;
32S;32Q;BCN;AM6301,CI9393,DL9187,G35512,MF9323,MU1841,SV6337,6E3210;DEP;S;False;D;SV6337;6337;D83;D;143526938167080879;True;KL1517;SV;SVA;151.0;PHAXH;J;1.0;;2025-10-29 13:50:31.560000+00:00;;2025-10-29 13:25:00+00:00;2025-10-29 13:37:38+00:00;2025-10-29 13:01:00+00:00;2025-10-29 13:16:00+00:00;2025-10-29 12:31:00+00:00;;;2025-10-29 13:31:00+00:00
EMJ;E90;TLS;AF3129,DL9415,G35558,MU1569,SK6768;DEP;S;False;D;AF3129;3129;B16;B;143526935610415811;True;KL1453;AF;AFR;80.0;FHBLA;J;1.0;;2025-10-29 13:46:53.566000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:36:43+00:00;2025-10-29 13:05:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 13:00:00+00:00;;;
777;772;MEX;AF8257,AM6501,VS7177;DEP;N;False;D;AF8257;8257;E20;E;143526935610925297;True;KL0685;AF;AFR;80.0;PHBQG;J;2.0;;2025-10-29 13:48:17.367000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:32:19+00:00;2025-10-29 12:45:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 12:00:00+00:00;;;
737;73H;VIE;AM6346,CI9595,DL9421,KQ1847,MF9718,SK6762;DEP;S;False;D;AM6346;6346;C14;C;143526935636963601;True;KL1905;AM;AMX;794.0;PHBXU;J;1.0;;2025-10-29 13:49:19.782000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:30:33+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 12:30:00+00:00;;;
777;772;MEX;AF8257,AM6501,VS7177;DEP;N;False;D;AM6501;6501;E20;E;143526935636968771;True;KL0685;AM;AMX;794.0;PHBQG;J;2.0;;2025-10-29 13:48:17.367000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:32:19+00:00;2025-10-29 12:45:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 12:00:00+00:00;;;
737;73H;VIE;AM6346,CI9595,DL9421,KQ1847,MF9718,SK6762;DEP;S;False;D;CI9595;9595;C14;C;143526935899655903;True;KL1905;CI;CAL;44.0;PHBXU;J;1.0;;2025-10-29 13:49:19.782000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:30:33+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 12:30:00+00:00;;;
EMJ;E90;TLS;AF3129,DL9415,G35558,MU1569,SK6768;DEP;S;False;D;DL9415;9415;B16;B;143526936049585453;True;KL1453;DL;DAL;58.0;FHBLA;J;1.0;;2025-10-29 13:46:53.566000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:36:43+00:00;2025-10-29 13:05:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 13:00:00+00:00;;;
737;73H;VIE;AM6346,CI9595,DL9421,KQ1847,MF9718,SK6762;DEP;S;False;D;DL9421;9421;C14;C;143526936049585519;True;KL1905;DL;DAL;58.0;PHBXU;J;1.0;;2025-10-29 13:49:19.782000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:30:33+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 12:30:00+00:00;;;
EMJ;295;FLR;DL9514,KQ1642,MU1824;ARR;S;False;A;DL9514;9514;;;143526936049588188;True;KL1654;DL;DAL;58.0;;J;2.0;2025-10-29 13:31:17+00:00;2025-10-29 16:11:20.101000+00:00;2025-10-29 13:30:50+00:00;2025-10-29 13:30:00+00:00;;;;;2025-10-29 14:18:20.721000+00:00;;
737;7M8;AGP;;ARR,EXP;S;False;A;FR2334;2334;;;143526936348739478;True;FR2334;FR;RYR;234.0;;J;3.0;2025-10-29 13:18:59+00:00;2025-10-29 14:49:49.245000+00:00;2025-10-29 13:18:18+00:00;2025-10-29 13:30:00+00:00;;;;;2025-10-29 14:19:46.673000+00:00;;
EMJ;E90;TLS;AF3129,DL9415,G35558,MU1569,SK6768;DEP;S;False;D;G35558;5558;B16;B;143526936532716807;True;KL1453;G3;GLO;4918.0;FHBLA;J;1.0;;2025-10-29 13:46:53.566000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:36:43+00:00;2025-10-29 13:05:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 13:00:00+00:00;;;
737;73H;FAO;KL2668;ARR,EXP;S;False;A;HV5356;5356;;;143526936641412664;True;HV5356;HV;TRA;164.0;;J;1.0;2025-10-29 13:06:29+00:00;2025-10-29 14:56:39.104000+00:00;2025-10-29 13:07:04+00:00;2025-10-29 13:30:00+00:00;;;;;2025-10-29 13:53:25+00:00;;
777;772;MEX;AF8257,AM6501,VS7177;DEP;N;False;D;KL0685;685;E20;E;143526937019495091;True;KL0685;KL;KLM;100.0;PHBQG;J;2.0;;2025-10-29 13:48:17.367000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:32:19+00:00;2025-10-29 12:45:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 12:00:00+00:00;;;
EMJ;E90;TLS;AF3129,DL9415,G35558,MU1569,SK6768;DEP;S;False;D;KL1453;1453;B16;B;143526937019590695;True;KL1453;KL;KLM;100.0;FHBLA;J;1.0;;2025-10-29 13:46:53.566000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:36:43+00:00;2025-10-29 13:05:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 13:00:00+00:00;;;
EMJ;295;FLR;DL9514,KQ1642,MU1824;ARR;S;False;A;KL1654;1654;;;143526937019596172;True;KL1654;KL;KLM;100.0;;J;2.0;2025-10-29 13:31:17+00:00;2025-10-29 16:11:20.101000+00:00;2025-10-29 13:30:50+00:00;2025-10-29 13:30:00+00:00;;;;;2025-10-29 14:18:20.721000+00:00;;
737;73H;VIE;AM6346,CI9595,DL9421,KQ1847,MF9718,SK6762;DEP;S;False;D;KL1905;1905;C14;C;143526937019604019;True;KL1905;KL;KLM;100.0;PHBXU;J;1.0;;2025-10-29 13:49:19.782000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:30:33+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 12:30:00+00:00;;;
737;73H;FAO;KL2668;ARR,EXP;S;False;A;KL2668;2668;;;143526937019697560;True;HV5356;KL;KLM;100.0;;J;1.0;2025-10-29 13:06:29+00:00;2025-10-29 14:56:39.104000+00:00;2025-10-29 13:07:04+00:00;2025-10-29 13:30:00+00:00;;;;;2025-10-29 13:53:25+00:00;;
EMJ;295;FLR;DL9514,KQ1642,MU1824;ARR;S;False;A;KQ1642;1642;;;143526937038337704;True;KL1654;KQ;KQA;208.0;;J;2.0;2025-10-29 13:31:17+00:00;2025-10-29 16:11:20.101000+00:00;2025-10-29 13:30:50+00:00;2025-10-29 13:30:00+00:00;;;;;2025-10-29 14:18:20.721000+00:00;;
737;73H;VIE;AM6346,CI9595,DL9421,KQ1847,MF9718,SK6762;DEP;S;False;D;KQ1847;1847;C14;C;143526937038343191;True;KL1905;KQ;KQA;208.0;PHBXU;J;1.0;;2025-10-29 13:49:19.782000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:30:33+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 12:30:00+00:00;;;
737;73H;VIE;AM6346,CI9595,DL9421,KQ1847,MF9718,SK6762;DEP;S;False;D;MF9718;9718;C14;C;143526937275294967;True;KL1905;MF;CXA;1551.0;PHBXU;J;1.0;;2025-10-29 13:49:19.782000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:30:33+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 12:30:00+00:00;;;
EMJ;E90;TLS;AF3129,DL9415,G35558,MU1569,SK6768;DEP;S;False;D;MU1569;1569;B16;B;143526937330704245;True;KL1453;MU;CES;1294.0;FHBLA;J;1.0;;2025-10-29 13:46:53.566000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:36:43+00:00;2025-10-29 13:05:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 13:00:00+00:00;;;
EMJ;295;FLR;DL9514,KQ1642,MU1824;ARR;S;False;A;MU1824;1824;;;143526937330712152;True;KL1654;MU;CES;1294.0;;J;2.0;2025-10-29 13:31:17+00:00;2025-10-29 16:11:20.101000+00:00;2025-10-29 13:30:50+00:00;2025-10-29 13:30:00+00:00;;;;;2025-10-29 14:18:20.721000+00:00;;
737;73H;VIE;AM6346,CI9595,DL9421,KQ1847,MF9718,SK6762;DEP;S;False;D;SK6762;6762;C14;C;143526938125860501;True;KL1905;SK;SAS;150.0;PHBXU;J;1.0;;2025-10-29 13:49:19.782000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:30:33+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 12:30:00+00:00;;;
EMJ;E90;TLS;AF3129,DL9415,G35558,MU1569,SK6768;DEP;S;False;D;SK6768;6768;B16;B;143526938125860513;True;KL1453;SK;SAS;150.0;FHBLA;J;1.0;;2025-10-29 13:46:53.566000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:36:43+00:00;2025-10-29 13:05:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 13:00:00+00:00;;;
777;772;MEX;AF8257,AM6501,VS7177;DEP;N;False;D;VS7177;7177;E20;E;143526938571995781;True;KL0685;VS;VIR;181.0;PHBQG;J;2.0;;2025-10-29 13:48:17.367000+00:00;;2025-10-29 13:30:00+00:00;2025-10-29 13:32:19+00:00;2025-10-29 12:45:00+00:00;2025-10-29 13:15:00+00:00;2025-10-29 12:00:00+00:00;;;
737;73W;MRS;AF3183,DL9305,SK6750;DEP;S;False;D;AF3183;3183;C12;C;143526935610416243;True;KL1469;AF;AFR;80.0;PHBGM;J;1.0;;2025-10-29 13:52:54.078000+00:00;;2025-10-29 13:35:00+00:00;2025-10-29 13:39:14+00:00;2025-10-29 13:05:00+00:00;2025-10-29 13:20:00+00:00;2025-10-29 12:35:00+00:00;;;
777;77W;ACC;AF8249,DL9372;DEP;N;False;D;AF8249;8249;F4;F;143526935610925227;True;KL0589;AF;AFR;80.0;PHBVW;J;2.0;;2025-10-29 14:07:17.593000+00:00;;2025-10-29 13:35:00+00:00;2025-10-29 13:53:35+00:00;2025-10-29 12:50:00+00:00;2025-10-29 13:20:00+00:00;2025-10-29 12:05:00+00:00;;;
787;789;KIX;AF8437,SK6854;DEP;N;False;D;AF8437;8437;E6;E;143526935610930625;True;KL0867;AF;AFR;80.0;PHBHL;J;2.0;;2025-10-29 13:52:37.257000+00:00;;2025-10-29 13:35:00+00:00;2025-10-29 13:38:15+00:00;2025-10-29 12:50:00+00:00;2025-10-29 13:20:00+00:00;2025-10-29 12:05:00+00:00;;;
737;73W;MRS;AF3183,DL9305,SK6750;DEP;S;False;D;DL9305;9305;C12;C;143526936049582641;True;KL1469;DL;DAL;58.0;PHBGM;J;1.0;;2025-10-29 13:52:54.078000+00:00;;2025-10-29 13:35:00+00:00;2025-10-29 13:39:14+00:00;2025-10-29 13:05:00+00:00;2025-10-29 13:20:00+00:00;2025-10-29 12:35:00+00:00;;;
777;77W;ACC;AF8249,DL9372;DEP;N;False;D;DL9372;9372;F4;F;143526936049583153;True;KL0589;DL;DAL;58.0;PHBVW;J;2.0;;2025-10-29 14:07:17.593000+00:00;;2025-10-29 13:35:00+00:00;2025-10-29 13:53:35+00:00;2025-10-29 12:50:00+00:00;2025-10-29 13:20:00+00:00;2025-10-29 12:05:00+00:00;;;
